"S01F1","S01F2","S01F3","S01F4","S01F5","S01F6","S01F7","S02F1","S02F2","S02F3","S02F4","S02F5","S02F6","S02F7","S03F1","S03F2","S03F3","S03F4","S03F5","S03F6","S03F7","S04F1","S04F2","S04F3","S04F4","S04F5","S04F6","S04F7","S05F1","S05F2","S05F3","S05F4","S05F5","S05F6","S05F7","S06F1","S06F2","S06F3","S06F4","S06F5","S06F6","S06F7","S07F1","S07F2","S07F3","S07F4","S07F5","S07F6","S07F7","S08F1","S08F2","S08F3","S08F4","S08F5","S08F6","S08F7","S09F1","S09F2","S09F3","S09F4","S09F5","S09F6","S09F7","S10F1","S10F2","S10F3","S10F4","S10F5","S10F6","S10F7","S11F1","S11F2","S11F3","S11F4","S11F5","S11F6","S11F7","S12F1","S12F2","S12F3","S12F4","S12F5","S12F6","S12F7","S13F1","S13F2","S13F3","S13F4","S13F5","S13F6","S13F7","S14F1","S14F2","S14F3","S14F4","S14F5","S14F6","S14F7","S15F1","S15F2","S15F3","S15F4","S15F5","S15F6","S15F7","S16F1","S16F2","S16F3","S16F4","S16F5","S16F6","S16F7","S17F1","S17F2","S17F3","S17F4","S17F5","S17F6","S17F7","S18F1","S18F2","S18F3","S18F4","S18F5","S18F6","S18F7","S01F1 (#1)","S01F2 (#1)","S01F3 (#1)","S01F4 (#1)","S01F5 (#1)","S01F6 (#1)","S01F7 (#1)","S02F1 (#1)","S02F2 (#1)","S02F3 (#1)","S02F4 (#1)","S02F5 (#1)","S02F6 (#1)","S02F7 (#1)","S03F1 (#1)","S03F2 (#1)","S03F3 (#1)","S03F4 (#1)","S03F5 (#1)","S03F6 (#1)","S03F7 (#1)","S04F1 (#1)","S04F2 (#1)","S04F3 (#1)","S04F4 (#1)","S04F5 (#1)","S04F6 (#1)","S04F7 (#1)","S05F1 (#1)","S05F2 (#1)","S05F3 (#1)","S05F4 (#1)","S05F5 (#1)","S05F6 (#1)","S05F7 (#1)","S06F1 (#1)","S06F2 (#1)","S06F3 (#1)","S06F4 (#1)","S06F5 (#1)","S06F6 (#1)","S06F7 (#1)","S07F1 (#1)","S07F2 (#1)","S07F3 (#1)","S07F4 (#1)","S07F5 (#1)","S07F6 (#1)","S07F7 (#1)","S08F1 (#1)","S08F2 (#1)","S08F3 (#1)","S08F4 (#1)","S08F5 (#1)","S08F6 (#1)","S08F7 (#1)","S09F1 (#1)","S09F2 (#1)","S09F3 (#1)","S09F4 (#1)","S09F5 (#1)","S09F6 (#1)","S09F7 (#1)","S10F1 (#1)","S10F2 (#1)","S10F3 (#1)","S10F4 (#1)","S10F5 (#1)","S10F6 (#1)","S10F7 (#1)","S11F1 (#1)","S11F2 (#1)","S11F3 (#1)","S11F4 (#1)","S11F5 (#1)","S11F6 (#1)","S11F7 (#1)","S12F1 (#1)","S12F2 (#1)","S12F3 (#1)","S12F4 (#1)","S12F5 (#1)","S12F6 (#1)","S12F7 (#1)","S13F1 (#1)","S13F2 (#1)","S13F3 (#1)","S13F4 (#1)","S13F5 (#1)","S13F6 (#1)","S13F7 (#1)","S14F1 (#1)","S14F2 (#1)","S14F3 (#1)","S14F4 (#1)","S14F5 (#1)","S14F6 (#1)","S14F7 (#1)","S15F1 (#1)","S15F2 (#1)","S15F3 (#1)","S15F4 (#1)","S15F5 (#1)","S15F6 (#1)","S15F7 (#1)","S16F1 (#1)","S16F2 (#1)","S16F3 (#1)","S16F4 (#1)","S16F5 (#1)","S16F6 (#1)","S16F7 (#1)","S17F1 (#1)","S17F2 (#1)","S17F3 (#1)","S17F4 (#1)","S17F5 (#1)","S17F6 (#1)","S17F7 (#1)","S18F1 (#1)","S18F2 (#1)","S18F3 (#1)","S18F4 (#1)","S18F5 (#1)","S18F6 (#1)","S18F7 (#1)","ID",1,10,100,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99,winner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93.52,0,24.65,0,0.91,0.6,3,135.35,14.29,-1.17,9.79,0.9,0.71,3,92.92,9.65,4.35,10.27,0.94,0.7,2,103.96,8.08,-8.95,7.41,0.89,0.76,1,117.04,0,-1.47,0,0.95,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,127.94,10.85,-0.86,7.86,0.94,0.79,4,125.86,14.44,3.8,12.24,0.98,0.66,0,0,0,0,0,0,0,1,105,0,-19.47,0,0.99,0.61,1,75.66,0,-7.59,0,0.94,0.62,0,0,0,0,0,0,0,2,0.007,0.013,0.004,0.006,0.004,0.006,0.009,0.002,0.004,0.010,0.004,0.008,0.135,0.004,0.011,0.007,0.003,0.009,0.004,0.005,0.008,0.004,0.013,0.004,0.010,0.008,0.015,0.006,0.007,0.010,0.005,0.003,0.008,0.006,0.008,0.004,0.009,0.006,0.004,0.011,0.003,0.004,0.004,0.007,0.005,0.006,0.005,0.006,0.005,0.011,0.005,0.009,0.010,0.009,0.005,0.008,0.008,0.004,0.009,0.010,0.007,0.006,0.013,0.004,0.007,0.008,0.007,0.007,0.016,0.008,0.005,0.006,0.006,0.005,0.010,0.003,0.007,0.010,0.015,0.005,0.012,0.007,0.008,0.012,0.008,0.013,0.005,0.007,0.016,0.012,0.003,0.014,0.006,0.003,0.008,0.004,0.003,0.005,0.008,0.008,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.19,0,9.07,0,0.93,0.61,3,142.42,12.9,4.95,10.7,0.89,0.71,2,94.61,7.51,7.7,4.9,0.94,0.65,1,136.94,0,6.71,0,0.89,0.82,1,115.32,0,-11.5,0,0.96,0.63,3,75.67,1.39,-3.17,7.06,0.97,0.65,1,141,0,-0.41,0,0.94,0.75,1,128.41,0,-8.51,0,0.99,0.8,1,85.15,0,-3.37,0,0.95,0.64,3,125.55,12.49,4.21,14.65,0.95,0.79,,,,,,,,,,,,,,,1,132,0,-15.83,0,0.99,0.61,1,97.33,0,4.71,0,0.95,0.61,0,0,0,0,0,0,0,2,0.009,0.014,0.006,0.007,0.016,0.013,0.005,0.003,0.006,0.007,0.003,0.004,0.143,0.007,0.007,0.014,0.006,0.004,0.009,0.004,0.006,0.008,0.008,0.004,0.007,0.003,0.007,0.004,0.011,0.014,0.009,0.010,0.007,0.009,0.011,0.003,0.007,0.009,0.007,0.009,0.003,0.005,0.005,0.010,0.008,0.007,0.008,0.009,0.009,0.005,0.006,0.008,0.005,0.006,0.007,0.004,0.008,0.011,0.010,0.008,0.005,0.007,0.006,0.006,0.003,0.008,0.002,0.006,0.014,0.010,0.008,0.003,0.007,0.005,0.010,0.003,0.013,0.012,0.002,0.007,0.006,0.014,0.005,0.006,0.006,0.022,0.005,0.005,0.013,0.005,0.006,0.007,0.009,0.003,0.007,0.008,0.003,0.003,0.010,0.012,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,91.5,0.5,-15,0,0.95,0.79,,,,,,,,3,120,11.86,1.67,11.81,0.95,0.76,2,99.5,5.5,-4,9,0.92,0.73,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135.33,25.2,3,9.42,0.96,0.72,3,121.67,22.07,2.33,15.06,0.96,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005,0.005,0.007,0.006,0.007,0.007,0.006,0.007,0.009,0.003,0.005,0.004,0.005,0.014,0.005,0.007,0.009,0.005,0.003,0.027,0.006,0.010,0.010,0.116,0.009,0.003,0.006,0.007,0.005,0.006,0.023,0.010,0.011,0.006,0.012,0.003,0.005,0.006,0.006,0.005,0.004,0.007,0.013,0.006,0.010,0.011,0.007,0.004,0.009,0.004,0.007,0.017,0.002,0.010,0.013,0.011,0.005,0.005,0.007,0.006,0.003,0.004,0.006,0.008,0.005,0.009,0.007,0.007,0.004,0.005,0.008,0.011,0.004,0.008,0.005,0.004,0.005,0.006,0.004,0.008,0.014,0.002,0.018,0.009,0.003,0.007,0.004,0.005,0.012,0.003,0.004,0.010,0.003,0.004,0.006,0.017,0.005,0.004,0.007,0.009,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.06,0,11.77,0,0.93,0.78,,,,,,,,0,0,0,0,0,0,0,6,117.04,33.93,-2.35,11.48,0.93,0.77,4,113.22,24.33,-5.74,13.77,0.96,0.76,3,121.83,9.8,10.93,6.76,0.95,0.72,,,,,,,,2,83.37,1.48,0.15,8.28,0.92,0.73,5,121.17,19.78,18.11,6.06,0.98,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134.43,22.24,1.49,11.64,0.96,0.72,4,106.68,24.87,-3.9,18.36,0.97,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.009,0.005,0.004,0.010,0.004,0.004,0.010,0.012,0.005,0.002,0.006,0.003,0.005,0.013,0.007,0.010,0.013,0.004,0.007,0.022,0.009,0.007,0.008,0.135,0.007,0.007,0.008,0.006,0.009,0.009,0.005,0.011,0.012,0.008,0.009,0.008,0.005,0.002,0.005,0.010,0.003,0.006,0.007,0.009,0.007,0.012,0.007,0.008,0.011,0.003,0.006,0.014,0.004,0.011,0.015,0.008,0.006,0.004,0.008,0.009,0.005,0.003,0.005,0.004,0.006,0.004,0.012,0.003,0.004,0.004,0.010,0.007,0.004,0.004,0.011,0.010,0.003,0.013,0.003,0.003,0.010,0.010,0.012,0.007,0.005,0.007,0.008,0.008,0.009,0.005,0.003,0.007,0.003,0.007,0.013,0.010,0.007,0.016,0.009,0.004,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.08,0,11.31,0,0.93,0.77,1,156.26,0,-19.83,0,0.85,0.68,,,,,,,,,,,,,,,,,,,,,,2,119.55,16.47,15.57,1.53,0.95,0.71,2,119.63,11.96,8.9,2.5,0.93,0.81,1,111.2,0,-11.41,0,0.94,0.84,4,119.29,26.63,14.28,3.12,0.98,0.66,,,,,,,,,,,,,,,3,142.61,32.06,2.87,6.94,0.96,0.72,1,119.85,0,10.09,0,0.94,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.010,0.005,0.005,0.008,0.005,0.009,0.004,0.005,0.007,0.003,0.003,0.009,0.008,0.005,0.007,0.005,0.005,0.006,0.009,0.007,0.007,0.009,0.004,0.111,0.004,0.008,0.006,0.011,0.011,0.013,0.007,0.007,0.006,0.010,0.008,0.005,0.013,0.004,0.009,0.010,0.005,0.008,0.013,0.011,0.010,0.009,0.009,0.006,0.007,0.005,0.014,0.011,0.005,0.005,0.009,0.009,0.005,0.004,0.012,0.008,0.012,0.004,0.008,0.008,0.009,0.006,0.003,0.008,0.009,0.005,0.003,0.004,0.006,0.005,0.007,0.005,0.013,0.013,0.008,0.007,0.008,0.009,0.008,0.004,0.005,0.010,0.004,0.016,0.010,0.005,0.004,0.009,0.005,0.013,0.006,0.009,0.005,0.010,0.006,0.008,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,149.65,0,-14.31,0,0.87,0.68,0,0,0,0,0,0,0,6,127.58,28.5,0.76,9.73,0.94,0.77,,,,,,,,,,,,,,,2,132.72,18.36,5.68,1.16,0.93,0.81,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,112.45,9.75,12.8,9.52,0.95,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005,0.009,0.003,0.008,0.003,0.006,0.004,0.005,0.009,0.003,0.008,0.005,0.004,0.012,0.007,0.007,0.014,0.006,0.009,0.032,0.011,0.013,0.004,0.085,0.005,0.004,0.003,0.007,0.006,0.008,0.011,0.009,0.016,0.008,0.012,0.004,0.006,0.003,0.005,0.013,0.003,0.008,0.006,0.006,0.007,0.016,0.006,0.004,0.010,0.004,0.007,0.021,0.003,0.005,0.015,0.005,0.007,0.008,0.006,0.009,0.009,0.005,0.004,0.004,0.005,0.010,0.003,0.004,0.004,0.005,0.010,0.009,0.004,0.010,0.008,0.009,0.009,0.007,0.008,0.004,0.006,0.013,0.014,0.005,0.004,0.012,0.011,0.013,0.006,0.003,0.002,0.004,0.003,0.014,0.005,0.012,0.003,0.012,0.011,0.004,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0,-3,0,0.98,0.65,1,84.72,0,11.58,0,0.92,0.77,2,158.78,1.78,-14.35,0.65,0.9,0.71,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,115.5,16.55,13.96,6.99,0.94,0.72,3,114.05,16.17,3.39,3.08,0.96,0.74,5,108.8,8.87,-3.38,11.84,0.93,0.82,6,107.83,25.17,11.5,13.66,0.98,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137.49,29.25,2.09,9.36,0.96,0.72,3,125.43,26.12,2.96,17.94,0.96,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.009,0.004,0.004,0.012,0.007,0.002,0.004,0.014,0.006,0.008,0.008,0.007,0.004,0.010,0.006,0.007,0.010,0.003,0.009,0.019,0.008,0.006,0.009,0.137,0.005,0.007,0.010,0.010,0.007,0.012,0.004,0.008,0.013,0.006,0.012,0.003,0.005,0.003,0.006,0.015,0.004,0.007,0.007,0.008,0.008,0.009,0.009,0.004,0.009,0.004,0.006,0.016,0.004,0.005,0.014,0.005,0.006,0.003,0.007,0.010,0.003,0.012,0.004,0.007,0.008,0.007,0.013,0.006,0.007,0.004,0.012,0.007,0.005,0.008,0.006,0.004,0.010,0.005,0.006,0.007,0.008,0.010,0.009,0.005,0.005,0.006,0.007,0.007,0.005,0.006,0.003,0.009,0.006,0.007,0.003,0.014,0.008,0.009,0.012,0.007,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.68,0,18.95,0,0.92,0.75,1,151.6,0,-8.34,0,0.86,0.69,1,139,0,13,0,0.99,0.81,6,116.54,29.22,-3.65,10.87,0.93,0.77,2,100.41,0.49,-21.33,1.64,0.95,0.78,4,123.55,18.37,3.64,12.34,0.93,0.7,2,117.24,21.68,11.42,1.89,0.93,0.81,3,101.6,3.28,-3.53,8.26,0.92,0.7,4,112.35,31.39,10.47,4.74,0.98,0.67,1,111.02,0,17.29,0,0.93,0.8,0,0,0,0,0,0,0,3,134.37,24.35,4.39,11.89,0.96,0.72,3,122.72,20.1,-0.95,16.1,0.96,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.007,0.007,0.009,0.008,0.007,0.006,0.005,0.006,0.007,0.004,0.009,0.004,0.007,0.007,0.008,0.009,0.010,0.008,0.008,0.022,0.006,0.010,0.005,0.139,0.011,0.009,0.018,0.007,0.014,0.007,0.006,0.012,0.014,0.007,0.010,0.003,0.010,0.004,0.008,0.008,0.006,0.008,0.009,0.006,0.006,0.011,0.008,0.003,0.007,0.006,0.008,0.006,0.003,0.005,0.017,0.009,0.011,0.006,0.006,0.004,0.004,0.010,0.004,0.007,0.013,0.009,0.007,0.005,0.006,0.008,0.009,0.006,0.009,0.010,0.004,0.008,0.008,0.010,0.004,0.004,0.010,0.004,0.009,0.004,0.008,0.008,0.004,0.009,0.009,0.002,0.003,0.006,0.004,0.009,0.006,0.010,0.004,0.004,0.006,0.011,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132,0,-13,0,0.83,0.7,1,158,0,8,0,0.92,0.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,108.75,1.92,3.75,12.4,0.97,0.76,1,152,0,-17,0,0.99,0.75,1,137,0,12,0,0.96,0.85,5,134.6,23.57,-7.2,11.82,0.97,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,0,-1,0,0.96,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.004,0.011,0.003,0.015,0.003,0.007,0.008,0.005,0.010,0.005,0.005,0.004,0.010,0.008,0.005,0.011,0.009,0.017,0.007,0.015,0.013,0.013,0.008,0.011,0.008,0.011,0.007,0.004,0.011,0.008,0.007,0.020,0.008,0.006,0.091,0.010,0.004,0.005,0.010,0.005,0.003,0.011,0.005,0.008,0.007,0.015,0.011,0.005,0.011,0.005,0.006,0.007,0.009,0.007,0.020,0.007,0.006,0.004,0.007,0.005,0.006,0.004,0.007,0.004,0.013,0.010,0.005,0.011,0.006,0.004,0.005,0.009,0.007,0.010,0.009,0.009,0.005,0.007,0.011,0.006,0.010,0.009,0.009,0.011,0.007,0.014,0.005,0.004,0.005,0.004,0.002,0.009,0.006,0.005,0.009,0.008,0.004,0.004,0.006,0.007,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122.18,0,-10.85,0,0.83,0.69,,,,,,,,,,,,,,,1,157.89,0,14.3,0,0.86,0.77,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,141.72,0,8.93,0,0.95,0.85,5,134.94,23.92,-2,11.19,0.97,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0.97,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.004,0.015,0.004,0.010,0.005,0.008,0.003,0.003,0.009,0.006,0.008,0.004,0.009,0.010,0.005,0.017,0.008,0.009,0.004,0.012,0.011,0.016,0.010,0.011,0.011,0.004,0.004,0.004,0.009,0.005,0.012,0.015,0.007,0.008,0.069,0.010,0.007,0.012,0.009,0.014,0.007,0.013,0.010,0.005,0.005,0.018,0.004,0.013,0.011,0.003,0.007,0.007,0.011,0.010,0.014,0.006,0.007,0.006,0.010,0.008,0.007,0.011,0.009,0.004,0.005,0.011,0.006,0.004,0.006,0.009,0.006,0.003,0.004,0.006,0.017,0.004,0.007,0.007,0.010,0.005,0.011,0.007,0.003,0.007,0.006,0.008,0.007,0.005,0.007,0.004,0.006,0.007,0.005,0.003,0.014,0.006,0.003,0.004,0.011,0.009,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,114.08,28.5,3.13,9.14,0.96,0.71,3,132.66,29.92,1.15,10.89,0.93,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,133.99,0,9.88,0,0.96,0.84,5,138.41,26.95,-8.63,11.04,0.97,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126.25,0,3.63,0,0.96,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.005,0.005,0.003,0.010,0.006,0.008,0.003,0.003,0.005,0.011,0.009,0.006,0.008,0.010,0.004,0.012,0.010,0.008,0.007,0.014,0.012,0.010,0.005,0.015,0.010,0.004,0.010,0.003,0.014,0.008,0.007,0.011,0.009,0.008,0.086,0.005,0.004,0.007,0.006,0.008,0.011,0.012,0.005,0.006,0.010,0.010,0.004,0.005,0.012,0.006,0.009,0.006,0.006,0.006,0.018,0.008,0.007,0.004,0.013,0.007,0.004,0.008,0.011,0.011,0.005,0.012,0.004,0.005,0.003,0.005,0.003,0.003,0.004,0.007,0.010,0.008,0.009,0.007,0.010,0.007,0.015,0.007,0.003,0.017,0.003,0.012,0.007,0.009,0.006,0.003,0.002,0.005,0.005,0.008,0.008,0.010,0.003,0.005,0.007,0.010,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126.91,0,-12.28,0,0.81,0.7,1,146.89,0,11.39,0,0.92,0.7,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,113.25,6.63,8.43,9.1,0.96,0.75,1,163.27,0,-20.43,0,0.99,0.74,,,,,,,,6,136.66,25.52,-6.33,12.92,0.96,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.02,0,-1.16,0,0.96,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.005,0.013,0.003,0.015,0.004,0.010,0.010,0.004,0.004,0.005,0.007,0.004,0.010,0.004,0.004,0.010,0.012,0.021,0.003,0.015,0.007,0.012,0.020,0.011,0.010,0.004,0.006,0.005,0.008,0.005,0.017,0.016,0.007,0.005,0.085,0.007,0.005,0.005,0.015,0.012,0.008,0.012,0.008,0.007,0.006,0.016,0.012,0.010,0.008,0.007,0.009,0.007,0.006,0.008,0.018,0.006,0.006,0.005,0.006,0.004,0.007,0.004,0.008,0.004,0.010,0.009,0.008,0.004,0.010,0.007,0.005,0.005,0.005,0.007,0.007,0.007,0.006,0.008,0.013,0.008,0.008,0.011,0.003,0.006,0.007,0.013,0.007,0.006,0.004,0.006,0.003,0.008,0.011,0.004,0.007,0.005,0.003,0.007,0.009,0.005,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,2,0,0.81,0.66,1,135.2,0,-7.65,0,0.81,0.71,1,159.67,0,8.28,0,0.94,0.7,4,125.62,27.9,0.63,12.8,0.96,0.71,2,136.02,28.55,-7.74,2.4,0.98,0.68,0,0,0,0,0,0,0,1,96,0,-11,0,0.95,0.71,5,124.86,17.59,3.18,9.89,0.96,0.74,1,146.45,0,-17.07,0,0.99,0.75,,,,,,,,6,121.33,31.8,-4.09,11.92,0.97,0.72,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.005,0.013,0.004,0.007,0.004,0.006,0.009,0.006,0.003,0.005,0.003,0.012,0.006,0.004,0.004,0.007,0.008,0.007,0.005,0.010,0.015,0.006,0.010,0.008,0.009,0.008,0.008,0.003,0.005,0.013,0.012,0.010,0.006,0.005,0.118,0.011,0.008,0.016,0.010,0.012,0.005,0.009,0.006,0.006,0.011,0.014,0.006,0.015,0.006,0.004,0.017,0.003,0.005,0.008,0.008,0.003,0.007,0.004,0.009,0.004,0.006,0.012,0.006,0.006,0.009,0.008,0.013,0.007,0.011,0.003,0.010,0.003,0.004,0.007,0.005,0.011,0.009,0.007,0.010,0.009,0.016,0.007,0.006,0.003,0.006,0.005,0.008,0.010,0.002,0.008,0.004,0.008,0.005,0.008,0.009,0.008,0.004,0.004,0.003,0.004,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.86,0,-15.37,0,0.81,0.69,1,167.86,0,5.81,0,0.93,0.71,3,114.46,21.99,3.54,7.88,0.96,0.71,3,128.49,27.49,-1.71,10.82,0.94,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107.42,5.92,4.24,13.5,0.96,0.79,1,154.03,0,-13.13,0,0.98,0.74,0,0,0,0,0,0,0,4,133.54,31.16,-14.04,6.77,0.96,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115.21,0,-3.48,0,0.96,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.007,0.014,0.003,0.010,0.009,0.012,0.008,0.007,0.004,0.009,0.004,0.007,0.008,0.008,0.008,0.014,0.011,0.017,0.006,0.010,0.011,0.013,0.007,0.011,0.008,0.004,0.007,0.006,0.007,0.008,0.013,0.013,0.007,0.009,0.096,0.007,0.004,0.006,0.012,0.013,0.004,0.011,0.006,0.007,0.008,0.012,0.010,0.010,0.014,0.006,0.005,0.006,0.013,0.006,0.014,0.010,0.006,0.007,0.012,0.004,0.008,0.004,0.007,0.007,0.004,0.016,0.003,0.007,0.007,0.003,0.006,0.005,0.007,0.006,0.006,0.011,0.005,0.011,0.011,0.006,0.009,0.011,0.005,0.007,0.004,0.012,0.011,0.010,0.003,0.006,0.005,0.005,0.005,0.007,0.010,0.007,0.004,0.012,0.005,0.006,4
